4549867	4550468	0	-1	-1
4550468	4550485	0	-1	-1
4550485	4550513	0	-1	-1
4550513	4550545	0	-1	-1
4550545	4550579	0	-1	-1
4550579	4550611	0	-1	-1
4550611	4550645	0	-1	-1
4550645	4550678	0	-1	-1
4550678	4550713	0	-1	-1
4550713	4550745	0	-1	-1
4550745	4550779	0	-1	-1
4550779	4550813	0	-1	-1
4550813	4550845	0	-1	-1
4550845	4550880	0	-1	-1
4550880	4550912	0	-1	-1
4550912	4550947	0	-1	-1
4550947	4550980	0	-1	-1
4550980	4551013	0	-1	-1
4551013	4551045	0	-1	-1
4551045	4551079	0	-1	-1
4551079	4551112	0	-1	-1
4551112	4551147	0	-1	-1
4551147	4551179	0	-1	-1
4551179	4551212	0	-1	-1
4551212	4551246	0	-1	-1
4551246	4551279	0	-1	-1
4551279	4551313	0	-1	-1
4551313	4551346	0	-1	-1
4551346	4551380	0	-1	-1
4551380	4551422	0	-1	-1
4551670	4551971	0	-1	-1
4551971	4552000	0	-1	-1
4552000	4552029	0	-1	-1
4552029	4552062	0	-1	-1
4552062	4552097	0	-1	-1
4552097	4552129	0	-1	-1
4552129	4552162	0	-1	-1
4552162	4552196	0	-1	-1
4552196	4552229	0	-1	-1
4552229	4552263	0	-1	-1
4552263	4552296	0	-1	-1
4552296	4552329	0	-1	-1
4552329	4552363	0	-1	-1
4552363	4552396	0	-1	-1
4552396	4552430	0	-1	-1
4552430	4552463	0	-1	-1
4552463	4552496	0	-1	-1
4552496	4552529	0	-1	-1
4552529	4552563	0	-1	-1
4552563	4552597	0	-1	-1
4552597	4552629	0	-1	-1
4552629	4552667	0	-1	-1
4552667	4552697	0	-1	-1
4552697	4552731	0	-1	-1
4552731	4552764	0	-1	-1
4552764	4552797	0	-1	-1
4552797	4552831	0	-1	-1
4552831	4552863	0	-1	-1
4552863	4552897	0	-1	-1
4552897	4552929	0	-1	-1
4552929	4552963	0	-1	-1
4552963	4552997	0	-1	-1
4552997	4553030	0	-1	-1
4553030	4553063	0	-1	-1
4553063	4553097	0	-1	-1
4553097	4553130	0	-1	-1
4553130	4553164	0	-1	-1
4553164	4553197	0	-1	-1
4553197	4553230	0	-1	-1
4553230	4553264	0	-1	-1
4553264	4553298	0	-1	-1
4553298	4553330	0	-1	-1
4553330	4553364	0	-1	-1
4553364	4553397	0	-1	-1
4553397	4553430	0	-1	-1
4553430	4553464	0	-1	-1
4553464	4553496	0	-1	-1
4553496	4553531	0	-1	-1
4553531	4553564	0	-1	-1
4553564	4553597	0	-1	-1
4553597	4553631	0	-1	-1
4553631	4553663	0	-1	-1
4553663	4553697	0	-1	-1
4553697	4553731	0	-1	-1
4553731	4553764	0	-1	-1
4553764	4553797	0	-1	-1
4553797	4553831	0	-1	-1
4553831	4553864	0	-1	-1
4553864	4553898	0	-1	-1
4553898	4553930	0	-1	-1
4553930	4553964	0	-1	-1
4553964	4553998	0	-1	-1
4553998	4554030	0	-1	-1
4554030	4554064	0	-1	-1
4554064	4554097	0	-1	-1
4554097	4554131	0	-1	-1
4554131	4554163	0	-1	-1
4554163	4554197	0	-1	-1
4554197	4554231	0	-1	-1
4554231	4554263	0	-1	-1
4554263	4554298	0	-1	-1
4554298	4554331	0	-1	-1
4554331	4554364	0	-1	-1
4554364	4554397	0	-1	-1
4554397	4554431	0	-1	-1
4554431	4554464	0	-1	-1
4554464	4554498	0	-1	-1
4554498	4554531	0	-1	-1
4554531	4554564	0	-1	-1
4554564	4554598	0	-1	-1
4554598	4554631	0	-1	-1
4554631	4554665	0	-1	-1
4554665	4554698	0	-1	-1
4554698	4554731	0	-1	-1
4554731	4554765	0	-1	-1
4554765	4554798	0	-1	-1
4554798	4554831	0	-1	-1
4554831	4554865	0	-1	-1
4554865	4554898	0	-1	-1
4554898	4554932	0	-1	-1
4554932	4554964	0	-1	-1
4554964	4554998	0	-1	-1
4554998	4555031	0	-1	-1
4555031	4555064	0	-1	-1
4555064	4555098	0	-1	-1
4555098	4555132	0	-1	-1
4555132	4555165	0	-1	-1
4555165	4555199	0	-1	-1
4555199	4555232	0	-1	-1
4555232	4555264	0	-1	-1
4555264	4555298	0	-1	-1
4555298	4555331	0	-1	-1
4555331	4555365	0	-1	-1
4555365	4555399	0	-1	-1
4555399	4555431	0	-1	-1
4555431	4555465	0	-1	-1
4555465	4555499	0	-1	-1
4555499	4555532	0	-1	-1
4555532	4555565	0	-1	-1
4555565	4555599	0	-1	-1
4555599	4555632	0	-1	-1
4555632	4555665	0	-1	-1
4555665	4555698	0	-1	-1
4555698	4555733	0	-1	-1
4555733	4555765	0	-1	-1
4555765	4555798	0	-1	-1
4555798	4555833	0	-1	-1
4555833	4555865	0	-1	-1
4555865	4555898	0	-1	-1
4555898	4555933	0	-1	-1
4555933	4555966	0	-1	-1
4555966	4555999	0	-1	-1
4555999	4556033	0	-1	-1
4556033	4556066	0	-1	-1
4556066	4556098	0	-1	-1
4556098	4556133	0	-1	-1
4556133	4556166	0	-1	-1
4556166	4556199	0	-1	-1
4556199	4556234	0	-1	-1
4556234	4556265	0	-1	-1
4556265	4556299	0	-1	-1
4556299	4556333	0	-1	-1
4556333	4556365	0	-1	-1
4556365	4556398	0	-1	-1
4556398	4556434	0	-1	-1
4556434	4556465	0	-1	-1
4556465	4556499	0	-1	-1
4556499	4556534	0	-1	-1
4556534	4556567	0	-1	-1
4556567	4556600	0	-1	-1
4556600	4556633	0	-1	-1
4556633	4556667	0	-1	-1
4556667	4556699	0	-1	-1
4556699	4556733	0	-1	-1
4556733	4556767	0	-1	-1
4556767	4556799	0	-1	-1
4556799	4556834	0	-1	-1
4556834	4556866	0	-1	-1
4556866	4556899	0	-1	-1
4556899	4556934	0	-1	-1
4556934	4556966	0	-1	-1
4556966	4556999	0	-1	-1
4556999	4557033	0	-1	-1
4557033	4557067	0	-1	-1
4557067	4557100	0	-1	-1
4557100	4557133	0	-1	-1
4557133	4557166	0	-1	-1
4557166	4557200	0	-1	-1
4557200	4557233	0	-1	-1
